 250 5 0 
 760 792 952 679 487 529 835 
 764 696 535 887 746 643 830 
 1117 409 538 797 582 1011 600 
 929 678 959 586 512 945 849 
 946 869 768 784 757 607 744 
 555 563 897 878 758 1067 936 
 359 490 558 790 852 887 636 
 497 726 1011 795 1075 559 805 
 748 562 500 290 745 826 796 
 910 598 775 430 601 1056 752 
 906 461 592 823 922 557 752 
 899 847 1053 564 887 1014 284 
 557 924 742 712 797 872 1041 
 1117 777 950 685 1063 533 833 
 649 694 769 731 414 587 822 
 851 863 444 1060 1083 780 542 
 805 890 1058 650 929 793 855 
 665 961 1028 410 500 907 732 
 1151 782 937 646 773 740 623 
 744 974 521 705 1040 1229 795 
 423 473 650 722 617 761 422 
 583 738 758 571 794 741 755 
 472 847 952 735 944 1012 780 
 700 1124 511 725 830 1085 523 
 662 708 856 397 710 814 896 
 733 867 528 741 558 818 808 
 482 884 1109 997 762 1148 761 
 784 1102 621 803 800 553 922 
 903 1136 978 985 712 262 590 
 716 713 658 503 868 980 933 
 1131 458 823 991 714 614 685 
 990 961 642 278 974 810 1059 
 676 1141 685 604 687 935 809 
 528 945 1235 624 803 510 566 
 824 695 1320 808 512 470 537 
 506 895 782 726 739 
 925 41 936 781 652 247 490 
 996 955 175 432 644 514 561 
 966 267 827 479 141 822 795 
 881 67 246 689 176 817 884 
 496 333 544 765 172 359 955 
 166 197 799 307 647 959 555 
 893 495 246 988 436 907 817 
 289 189 661 918 167 398 422 
 527 455 302 332 111 502 948 
 714 472 227 6 26 855 594 
 840 259 998 395 184 531 807 
 938 611 778 49 156 978 60 
 37 958 266 589 173 798 926 
 873 633 582 469 467 889 988 
 995 313 833 82 504 114 808 
 502 450 695 831 689 668 290 
 810 161 700 458 552 709 253 
 321 666 827 273 323 37 780 
 371 343 863 618 400 723 724 
 31 980 850 502 549 947 909 
 405 380 118 210 156 711 194 
 38 319 965 135 859 886 33 
 502 938 755 88 344 560 371 
 798 886 696 110 456 979 468 
 494 142 811 299 538 857 666 
 897 519 454 645 498 883 749 
 26 964 553 373 494 486 676 
 283 874 156 228 839 692 416 
 265 693 174 328 506 60 825 
 507 460 824 280 841 100 903 
 885 972 475 174 460 290 156 
 977 169 479 70 693 713 765 
 90 990 475 971 148 327 805 
 615 97 245 119 611 93 233 
 496 352 937 274 393 573 783 
 367 310 854 557 69 
 398 333 739 661 575 377 613 
 898 539 497 639 29 72 407 
 131 41 2 436 276 358 273 
 335 144 413 531 926 183 240 
 407 496 158 112 398 744 402 
 851 506 114 597 379 299 338 
 378 488 206 73 81 728 133 
 783 841 716 140 591 904 339 
 768 325 739 490 616 184 198 
 202 33 152 163 944 979 150 
 379 418 285 46 621 407 168 
 645 953 452 582 194 772 381 
 353 974 241 769 995 579 972 
 901 761 478 222 836 46 436 
 422 403 33 558 134 167 207 
 916 385 346 718 979 829 826 
 766 654 509 513 431 237 180 
 522 674 472 624 735 770 762 
 844 445 831 686 428 781 205 
 466 806 177 121 454 605 578 
 111 291 92 100 748 659 717 
 750 159 420 423 883 222 764 
 57 811 458 316 754 862 889 
 36 955 341 759 898 483 168 
 964 674 673 463 332 852 270 
 458 9 913 979 287 585 995 
 372 774 631 191 158 262 746 
 12 478 854 607 528 933 203 
 991 470 789 797 88 266 133 
 376 397 136 356 482 605 328 
 798 97 252 954 106 51 76 
 697 736 242 281 777 82 822 
 247 712 977 736 460 854 653 
 583 957 964 521 245 585 598 
 252 159 776 328 441 247 201 
 953 705 969 310 970 
 749 919 440 205 237 101 258 
 118 160 628 455 386 73 519 
 914 409 830 551 673 894 400 
 406 105 313 553 278 272 240 
 857 184 37 674 919 316 399 
 711 152 195 896 480 776 813 
 64 226 427 460 184 522 434 
 253 701 967 775 546 593 122 
 7 56 497 119 787 57 1000 
 448 116 169 62 302 641 241 
 600 47 275 318 870 126 322 
 734 407 661 471 936 973 659 
 729 832 584 109 132 461 475 
 790 325 811 432 910 670 303 
 596 116 522 846 691 507 559 
 412 418 197 279 766 30 699 
 228 663 752 864 919 922 837 
 833 175 692 303 44 609 143 
 605 651 365 557 202 343 522 
 715 65 60 758 689 820 913 
 48 451 990 948 218 50 639 
 375 535 104 993 829 72 965 
 36 35 78 612 742 470 671 
 92 808 72 137 23 337 578 
 152 757 915 337 527 318 495 
 464 871 498 193 41 379 905 
 36 379 519 281 67 737 780 
 714 412 681 518 315 605 984 
 935 579 700 213 11 7 576 
 892 379 63 241 47 845 726 
 471 372 322 181 901 737 61 
 959 748 256 532 114 831 802 
 984 955 818 349 789 590 994 
 557 992 919 403 828 644 548 
 963 937 947 935 329 169 540 
 29 101 600 769 336 
 927 518 524 876 327 330 911 
 755 631 800 713 737 938 714 
 280 454 259 55 594 807 350 
 886 745 948 351 360 513 408 
 796 177 866 531 483 349 486 
 230 643 738 290 11 796 793 
 189 794 365 996 674 892 273 
 6 181 272 433 854 423 534 
 616 1 329 447 25 650 802 
 448 793 627 985 579 404 472 
 802 572 24 448 608 12 59 
 690 198 295 605 778 590 78 
 125 8 925 84 773 436 381 
 209 477 412 177 80 33 361 
 357 488 809 957 117 301 292 
 405 898 501 843 294 101 746 
 375 289 611 457 522 798 116 
 703 894 905 364 926 720 599 
 813 899 802 151 851 928 779 
 361 829 615 607 968 524 309 
 494 815 549 178 502 588 110 
 114 296 574 315 350 386 776 
 582 695 434 555 992 695 37 
 958 945 568 42 60 681 945 
 706 33 324 189 900 468 632 
 473 867 11 255 385 998 506 
 530 1 850 937 875 852 946 
 136 680 47 634 564 265 178 
 742 638 945 812 125 320 444 
 220 61 215 429 135 917 326 
 52 308 133 896 689 881 686 
 476 155 828 233 870 767 313 
 288 650 434 230 670 959 277 
 215 360 908 563 722 160 686 
 940 147 829 357 582 789 245 
 330 944 69 557 232 
 175 759 614 797 364 637 656 
 952 684 131 963 327 558 11 
 938 7 737 648 190 562 621 
 813 507 520 462 668 597 598 
 904 894 88 479 758 182 826 
 701 272 715 194 101 87 921 
 173 254 586 767 652 416 791 
 350 95 196 616 990 423 127 
 147 720 30 5 864 467 471 
 544 264 800 717 38 977 796 
