 100 10 0 
 694 668 755 826 568 989 530 
 604 946 904 456 899 847 636 
 593 791 824 676 602 1030 753 
 502 605 789 654 902 750 507 
 914 578 871 757 719 667 1046 
 863 610 1023 600 367 885 680 
 911 791 1021 556 768 511 465 
 667 840 779 454 728 554 581 
 825 559 631 992 472 633 834 
 580 680 574 805 706 661 1175 
 972 863 549 662 620 994 777 
 738 756 683 635 934 769 363 
 687 715 614 838 636 630 478 
 961 785 713 792 744 562 838 
 446 1055 
 300 312 576 457 753 964 561 
 826 136 369 372 510 34 871 
 708 446 821 126 646 838 986 
 180 758 448 883 993 19 285 
 213 738 897 43 82 199 777 
 956 539 589 243 140 232 259 
 599 297 367 781 406 536 317 
 729 788 844 848 846 105 837 
 960 485 36 881 585 327 143 
 846 114 981 776 3 306 996 
 293 761 264 401 677 645 911 
 118 318 979 235 271 874 617 
 719 384 201 257 201 115 277 
 980 860 146 200 398 604 97 
 301 686 
 727 393 192 689 360 259 55 
 428 243 859 701 926 895 584 
 115 927 191 508 117 891 231 
 656 518 52 918 990 299 955 
 752 307 807 684 313 226 836 
 828 104 154 908 412 313 843 
 459 275 841 50 749 364 392 
 562 807 437 56 903 334 394 
 711 48 17 285 142 620 783 
 807 343 578 768 594 1 885 
 446 422 307 846 607 128 770 
 608 745 186 290 593 868 493 
 678 197 566 127 496 914 810 
 364 887 132 213 685 243 390 
 878 611 
 10 573 138 178 320 813 810 
 102 601 975 335 935 694 49 
 247 476 784 668 550 33 367 
 116 781 680 714 954 345 79 
 669 616 931 247 779 121 419 
 993 216 87 76 22 709 121 
 550 285 715 547 838 475 750 
 996 117 953 494 581 147 392 
 343 446 690 574 419 304 882 
 78 180 450 287 1 932 949 
 365 686 392 638 383 266 769 
 334 578 784 640 876 900 87 
 116 173 540 174 182 593 488 
 112 831 437 257 192 6 567 
 239 467 
 243 542 212 103 402 61 89 
 503 112 131 354 748 743 324 
 723 763 242 621 935 905 327 
 90 781 766 311 399 233 116 
 967 193 731 479 228 250 802 
 793 177 550 958 212 72 521 
 168 383 498 605 746 365 790 
 356 957 976 562 954 335 432 
 341 511 402 124 537 439 18 
 788 41 554 198 484 615 746 
 4 737 50 257 666 913 336 
 302 552 173 682 747 646 453 
 896 752 183 599 240 493 699 
 694 339 361 621 668 674 870 
 113 880 
 298 841 276 15 748 562 840 
 610 844 784 294 290 676 257 
 618 910 256 68 389 649 97 
 231 477 52 685 872 788 54 
 653 549 371 429 36 577 317 
 804 944 988 99 418 827 970 
 387 182 606 591 904 669 26 
 39 208 23 142 16 663 396 
 112 363 799 706 115 343 212 
 251 20 252 936 992 253 328 
 731 25 782 260 441 904 375 
 548 649 488 510 584 1 520 
 609 605 139 903 74 83 429 
 975 501 637 451 514 435 410 
 205 829 
 596 470 904 327 662 679 630 
 871 960 632 181 336 237 176 
 783 70 873 320 359 726 253 
 759 718 575 786 286 89 594 
 151 146 155 154 963 772 897 
 731 338 731 394 629 639 516 
 403 997 189 302 676 424 542 
 257 963 223 480 440 204 112 
 322 778 5 538 498 645 155 
 631 420 229 407 855 138 238 
 366 776 302 271 868 624 272 
 3 222 462 600 839 937 267 
 347 957 453 716 766 770 425 
 444 955 801 765 52 102 766 
 474 754 
 846 275 746 274 604 602 7 
 415 845 102 533 119 872 962 
 911 170 62 926 762 177 308 
 550 755 79 994 369 345 336 
 217 713 322 299 934 999 230 
 209 577 452 438 779 188 976 
 451 229 948 387 630 756 362 
 748 458 112 518 645 979 490 
 7 579 750 693 277 30 518 
 732 563 588 10 494 789 862 
 815 100 806 16 78 982 262 
 577 21 57 597 375 599 498 
 731 911 267 167 843 751 565 
 225 402 916 279 107 348 2 
 541 938 
 113 575 747 970 657 702 782 
 860 85 397 589 313 113 310 
 39 669 891 445 897 804 36 
 221 173 398 481 667 932 921 
 361 752 775 867 27 968 953 
 724 623 227 429 237 993 878 
 254 276 709 305 362 554 246 
 206 262 378 580 111 688 498 
 777 284 222 879 826 135 698 
 810 317 352 802 212 39 639 
 913 619 867 453 47 138 105 
 432 417 673 116 323 937 73 
 154 90 252 406 90 398 5 
 195 727 461 20 47 838 207 
 6 185 
 929 232 91 564 425 489 418 
 370 710 549 316 906 126 627 
 75 746 894 384 505 899 524 
 578 17 294 432 133 254 58 
 519 182 692 907 5 624 386 
 225 229 986 157 118 386 61 
 667 725 275 814 244 67 89 
 464 353 807 559 559 641 576 
 534 797 103 843 358 788 637 
 385 204 447 415 418 606 649 
 472 268 455 858 341 498 563 
 517 891 381 785 123 426 91 
 444 246 374 185 312 421 608 
 66 429 778 193 837 381 884 
 130 247 
 492 581 916 686 692 452 475 
 881 598 304 346 8 952 937 
 924 71 266 406 127 705 502 
 221 769 678 338 999 896 453 
 79 904 675 944 895 519 457 
 746 257 833 701 426 292 606 
 583 12 709 32 241 123 185 
 279 158 232 296 734 82 297 
 303 771 393 403 604 26 225 
 101 128 670 175 498 839 548 
 915 276 166 791 154 433 936 
 787 799 287 433 506 137 70 
 39 280 842 594 379 511 213 
 597 108 18 453 902 574 107 
 333 500 
 25307 25436 23390 24119 23307 25248 24830 
 23108 22625 23398
