 250 30 0 
 565 977 821 669 617 473 617 
 704 850 642 763 1015 673 710 
 599 586 763 668 762 951 657 
 912 835 739 526 925 789 939 
 592 699 867 837 593 681 552 
 585 680 606 597 802 646 669 
 893 532 679 686 926 924 613 
 540 828 866 955 952 810 591 
 741 1050 518 805 810 709 763 
 919 660 548 592 504 476 489 
 936 645 721 512 628 747 825 
 648 867 517 738 825 852 585 
 552 946 843 945 706 1053 991 
 727 819 508 734 964 882 939 
 616 558 756 876 527 730 692 
 959 528 693 507 821 724 912 
 658 967 792 929 939 1006 942 
 652 798 601 844 806 528 885 
 1060 705 917 887 575 787 623 
 959 718 946 729 739 607 452 
 868 534 977 749 741 692 874 
 634 767 880 783 510 980 608 
 792 578 583 647 675 493 973 
 677 1023 476 844 536 577 642 
 947 854 973 592 709 1025 692 
 625 624 949 641 723 882 933 
 822 1020 889 531 1053 901 658 
 542 661 797 1025 577 754 852 
 518 759 592 892 835 797 650 
 566 857 690 932 561 616 524 
 859 948 697 852 714 673 883 
 571 647 962 785 747 654 892 
 759 617 485 592 853 534 453 
 952 892 861 578 962 695 512 
 933 924 682 721 677 945 675 
 1008 889 766 701 488 
 315 484 188 395 170 114 430 
 873 968 667 958 812 857 973 
 66 993 607 45 274 497 238 
 339 432 757 549 223 983 102 
 602 19 70 850 970 502 289 
 109 139 412 315 445 922 950 
 678 612 907 434 262 987 252 
 619 536 387 9 174 86 555 
 965 962 192 720 829 925 977 
 520 413 390 103 125 182 39 
 504 418 926 894 101 671 270 
 143 959 108 425 940 532 47 
 26 735 304 830 555 509 235 
 931 421 971 175 634 258 966 
 494 92 380 604 477 944 171 
 131 890 175 129 276 575 333 
 398 799 228 238 226 110 942 
 654 942 89 729 878 873 965 
 607 703 363 228 606 416 828 
 906 610 784 714 244 687 762 
 292 505 349 172 74 406 873 
 406 632 346 56 939 455 574 
 339 160 234 443 112 543 216 
 520 254 123 174 10 799 233 
 82 162 339 762 816 229 184 
 283 757 775 387 761 749 524 
 757 901 516 716 863 604 335 
 204 124 578 472 372 1000 228 
 83 780 835 194 668 925 205 
 191 772 649 274 321 688 106 
 738 358 936 756 751 596 256 
 378 686 183 560 545 129 233 
 188 654 146 203 307 39 640 
 878 567 220 87 287 321 693 
 705 550 42 249 567 781 802 
 113 333 617 737 840 
 328 866 542 329 280 843 355 
 118 974 672 844 877 188 26 
 276 920 295 444 638 552 158 
 538 860 626 487 766 506 468 
 462 931 119 496 589 542 232 
 77 18 743 365 166 202 19 
 481 948 817 527 690 705 351 
 44 452 451 905 694 885 845 
 629 506 224 421 620 274 803 
 848 709 18 135 413 213 111 
 547 844 832 245 87 564 221 
 270 873 671 981 161 738 342 
 811 960 493 628 328 880 221 
 604 717 454 284 585 208 862 
 3 153 258 963 92 544 534 
 341 16 142 458 750 826 793 
 427 18 328 441 634 890 765 
 573 128 992 240 144 186 655 
 530 738 509 258 674 912 209 
 849 433 76 493 755 940 290 
 174 535 180 696 367 64 767 
 995 655 571 413 393 85 866 
 114 433 892 830 142 988 318 
 918 470 35 178 931 97 358 
 869 855 82 416 378 729 272 
 347 762 201 455 212 354 699 
 316 751 462 446 690 361 985 
 770 120 895 314 939 567 898 
 405 904 548 959 799 466 914 
 655 902 276 301 668 244 23 
 38 102 731 507 522 120 501 
 437 601 310 978 571 167 899 
 616 872 620 604 954 304 187 
 558 857 98 997 408 475 729 
 940 616 957 809 487 167 449 
 833 16 156 416 693 
 30 465 47 169 387 319 858 
 493 373 826 553 739 278 252 
 900 721 138 107 879 638 724 
 106 485 295 15 408 230 287 
 645 858 401 760 945 970 120 
 804 285 124 878 730 51 660 
 217 121 324 481 224 222 698 
 911 27 933 893 160 692 905 
 928 857 153 84 729 644 622 
 405 867 536 325 557 532 394 
 262 271 501 1 324 203 157 
 869 868 481 588 246 423 845 
 552 683 114 984 778 273 426 
 744 453 272 225 84 564 300 
 310 42 968 856 32 421 516 
 778 377 39 850 847 82 530 
 737 565 698 911 508 227 31 
 634 668 449 80 395 705 686 
 96 174 659 501 387 253 371 
 119 725 243 743 647 703 759 
 338 568 625 626 392 287 542 
 505 738 455 234 345 254 904 
 509 166 4 175 332 41 488 
 805 692 949 378 671 853 185 
 847 528 528 562 725 992 697 
 944 817 394 770 309 849 912 
 189 828 977 728 463 328 806 
 675 773 439 244 674 184 731 
 335 879 368 223 43 836 130 
 257 820 494 241 115 61 831 
 790 842 386 790 871 483 60 
 431 288 921 968 234 699 879 
 366 836 489 269 985 760 503 
 949 796 20 382 650 295 331 
 411 462 724 805 137 696 60 
 929 231 167 744 861 
 918 825 513 83 902 25 846 
 749 517 309 9 442 928 947 
 424 23 821 159 525 175 637 
 294 956 325 173 231 984 512 
 431 654 356 828 418 992 634 
 263 150 766 229 899 846 666 
 950 932 291 722 730 518 269 
 39 750 505 257 540 928 591 
 616 719 437 371 605 946 241 
 170 676 446 458 766 651 140 
 307 270 338 692 825 656 986 
 233 64 745 447 314 683 986 
 117 657 589 371 780 665 867 
 756 402 962 758 456 709 516 
 209 928 893 413 727 112 755 
 883 281 379 380 896 98 672 
 899 152 435 930 810 716 445 
 392 335 180 891 489 143 846 
 587 285 355 369 120 732 36 
 72 849 935 447 967 367 288 
 281 815 753 994 529 954 751 
 224 137 781 320 415 314 216 
 524 811 426 662 425 522 815 
 245 982 274 520 989 890 980 
 359 817 834 677 545 15 36 
 976 601 262 310 941 104 372 
 517 232 342 29 719 841 524 
 163 55 527 185 688 364 68 
 456 28 313 286 796 71 66 
 723 931 510 435 74 203 158 
 192 265 464 929 892 826 401 
 411 59 349 757 92 974 924 
 81 315 394 736 238 742 134 
 622 652 979 384 250 481 470 
 759 311 319 793 950 28 481 
 581 158 518 300 531 
