 250 30 0 
 723 575 565 413 737 481 555 
 616 516 877 1032 595 715 685 
 897 980 675 570 849 809 411 
 606 554 755 699 908 997 878 
 947 572 714 541 882 727 580 
 449 825 650 762 964 776 679 
 738 814 942 494 518 792 506 
 527 993 513 632 703 950 828 
 982 469 798 1041 888 835 741 
 891 622 817 983 737 731 767 
 586 625 918 823 701 628 858 
 505 913 857 702 872 662 537 
 987 924 657 712 618 834 871 
 796 658 652 776 799 828 976 
 772 645 853 547 545 1043 635 
 850 467 734 625 659 986 818 
 479 820 682 839 937 565 702 
 966 811 547 592 878 738 542 
 637 966 879 673 1024 730 698 
 468 910 1074 695 735 662 580 
 723 560 574 1066 969 562 764 
 592 504 897 639 715 539 761 
 793 614 630 594 817 556 955 
 649 619 580 828 660 1000 548 
 567 935 904 490 542 616 899 
 527 534 682 846 432 773 643 
 523 1007 624 545 856 533 483 
 962 1014 601 812 689 700 802 
 673 812 630 780 927 562 866 
 987 707 856 808 529 480 508 
 619 590 878 893 840 853 808 
 666 1001 1003 685 875 838 764 
 618 811 599 787 574 810 705 
 940 1026 911 978 530 628 519 
 835 654 810 917 450 550 768 
 716 586 715 611 927 
 155 840 621 655 532 470 537 
 23 137 474 577 624 314 941 
 740 173 266 982 944 336 556 
 876 518 981 590 708 208 734 
 552 945 471 571 187 663 887 
 310 625 997 359 903 680 853 
 322 323 374 382 135 837 668 
 524 753 179 202 180 982 183 
 974 361 983 378 516 941 460 
 496 956 777 804 235 151 723 
 584 472 799 850 933 180 753 
 867 475 861 395 257 473 208 
 710 310 316 590 682 20 732 
 62 804 473 813 560 864 710 
 725 791 326 919 418 812 22 
 8 730 297 931 204 911 125 
 913 781 505 689 862 418 657 
 227 690 379 974 18 382 846 
 690 741 670 831 866 145 270 
 313 159 961 237 175 272 499 
 828 889 148 540 45 464 416 
 763 955 808 156 686 30 208 
 933 56 195 514 572 349 261 
 579 913 954 150 321 351 223 
 924 40 679 186 108 107 905 
 515 438 818 710 761 958 8 
 54 519 630 578 235 934 92 
 623 954 657 351 465 188 914 
 576 816 625 936 155 825 312 
 405 410 497 222 721 638 124 
 60 585 349 235 607 541 242 
 401 437 524 503 540 116 968 
 475 308 179 673 363 125 862 
 394 897 364 930 85 352 155 
 620 560 243 732 537 556 353 
 160 317 833 977 661 
 501 44 997 89 659 315 600 
 529 541 686 838 727 492 462 
 944 24 693 34 525 329 242 
 230 983 836 614 338 866 375 
 778 507 309 646 18 892 654 
 246 199 530 215 321 99 362 
 307 97 734 731 143 13 163 
 708 496 259 713 427 176 699 
 930 778 832 928 366 634 69 
 717 53 581 298 980 367 173 
 705 485 76 221 281 624 122 
 59 773 379 601 674 43 106 
 208 577 504 122 830 69 99 
 323 472 319 144 305 301 502 
 193 641 651 67 44 892 632 
 894 247 925 440 28 172 938 
 905 148 220 485 688 902 237 
 511 289 51 563 753 808 698 
 320 682 859 928 115 343 252 
 301 569 950 560 662 438 1 
 24 254 266 883 906 996 988 
 700 664 355 8 348 683 443 
 24 97 335 635 971 656 526 
 779 280 117 457 690 440 907 
 355 453 295 379 996 154 881 
 173 69 656 356 743 664 919 
 273 648 93 614 794 458 101 
 257 66 643 967 86 415 683 
 107 388 177 852 146 306 1000 
 971 793 568 895 144 562 521 
 234 598 305 539 152 267 463 
 44 696 95 168 188 934 596 
 317 531 458 218 753 201 196 
 175 996 375 946 145 873 904 
 85 900 951 559 583 634 450 
 495 285 133 440 93 
 460 253 619 318 493 306 344 
 440 88 816 572 505 969 574 
 369 761 269 725 476 65 515 
 385 206 921 803 673 980 258 
 744 246 840 768 93 333 851 
 333 24 637 217 485 656 567 
 755 942 560 584 130 379 313 
 992 624 684 913 384 463 104 
 502 533 630 566 889 911 112 
 726 810 192 50 114 399 757 
 39 987 564 942 742 878 161 
 581 847 323 166 145 664 961 
 63 983 25 483 568 181 385 
